Accession	GeneName	Description	PG.Qvalue	S0.1	S0.2	S0.3	S3.1	S3.2	S3.3	S6.1	S6.2	S6.3	S9.1	S9.2	S9.3	S12.1	S12.2	S12.3	S24.1	S24.2	S24.3
Q96FK6	WDR89	WD repeat-containing protein 89	1.41E-35	3597561	2809272.5	3094538.75	2766680.25	3556092.5	3236752	3077166.25	3071428.75	3242227.75	2884026.25	3510607.25	3574997	3354163	2664014.5	2688232.5	2970981	3056944.5	2570658.25
Q96FL8	SLC47A1	Multidrug and toxin extrusion protein 1	2.10E-22	NaN	NaN	NaN	0.002731821	NaN	1	9.302972794	NaN	NaN	0.752935529	NaN	NaN	NaN	NaN	2.478559017	NaN	NaN	2.214305162
Q96FN4	CPNE2	Copine-2	4.67E-27	5732866.5	4451969.5	2854681.25	4349960	3711637.75	4289590.5	2808429.75	3355038	4053811.25	4809465.5	4637903.5	3468702.75	3638942.75	3648564.75	3937203	3533976.75	4052593.25	3919764.25
Q96FQ6	S100A16	Protein S100-A16	2.53E-38	9923657	8813320	11072000	8648416	9142679	9995774	8472503	8635035	9874321	9355389	9275326	8726953	8042535.5	7977102	8278477	8612197	9351241	8839101
Q96FS4	SIPA1	Signal-induced proliferation-associated protein 1	9.60E-51	4365316	4431428.5	5460351.5	3970087.75	4859561.5	3875716.75	4684831	4463415.5	4944041.5	4667458.5	4841503	3972345.5	4250787.5	4861090.5	4002516	4791752	5121219	4898747.5
Q96FT9	IFT43	Intraflagellar transport protein 43 homolog	2.54E-30	359166.5938	606899.3125	780716.6875	428933.8125	467785.75	678086.5	466055.3125	370167.5313	327764.0313	775797.625	636547.875	381608.2188	438095.9375	151073.9375	280763.125	352518.7188	459183.875	473661.6563
Q96FV2	SCRN2	Secernin-2	9.67E-33	4591063.5	5234639	6969013.5	5993415.5	5593767	5828659	6972618.5	6077041.5	6038589	4763804.5	6809775	5853854	5007110	5387873	6160916	5257925.5	5789641	5602174
Q96FV9	THOC1	THO complex subunit 1	1.49E-40	9674500	9551457	9133551	9323848	9427364	8761910	9542817	9263910	9019067	8794163	9388487	8724722	9650237	9944502	8622330	9218226	9782200	9764972
Q96FW1	OTUB1	Ubiquitin thioesterase OTUB1	5.14E-37	26801390	24661746	24368752	21168886	22386312	25959978	23591022	20232780	22167190	20187424	22619688	23140378	22216678	23260230	22022328	24595388	24120242	27424100
Q96FX7	TRMT61A	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	1.89E-44	7827233	7842879.5	8611817	7114674.5	7307437.5	7113505.5	7421971	6812474.5	6839516.5	7438878	7177539.5	6495426	5981024	5548722	6915233	6291341	5899492	4780829
Q96FZ2	HMCES	Abasic site processing protein HMCES	7.57E-33	3616906.25	3278921.75	3428142.75	3719953.25	3420609.5	3755994	3797798	4316838.5	3946882	3736891.75	3708269.75	3961079.75	3925090.75	3591727.5	3506212.75	4462347.5	3905370.75	4025100.5
Q96FZ7	CHMP6	Charged multivesicular body protein 6	1.07E-23	429653.7813	1138101.25	176907.9063	616202.25	1259045.5	236234.2656	440018.125	627632.6875	622163.25	656793.6875	333109.8125	298682.25	3631.350586	223546.9063	682096.75	343847.375	337791.8125	183947.8125
Q96G01	BICD1	Protein bicaudal D homolog 1	4.09E-43	1890181	1907684.5	1746566.875	1596503.875	1704057.75	1870179.625	1821614.625	1744121.625	1872184.25	1994349.875	1561734.125	1375558.125	1501209.25	1403075.625	1362184.875	1371878.75	1324170.75	1258451.125
Q96G03	PGM2	Phosphopentomutase	1.06E-44	90537032	84798920	103582248	85288136	86354632	87446376	82483664	89140624	103079608	88706760	96077880	98514616	99546192	108337160	100267016	96091768	107163392	102447592
Q96G04	EEF2KMT	Protein-lysine N-methyltransferase EEF2KMT	2.40E-36	409724.625	457321.9063	353661.5	367187.0938	343346.9688	282751.4688	325725.625	455777.75	423610.8438	306935.8438	478824.875	371583.5938	337081.4375	390391.6563	362116.6563	312224.75	332175.5	282295.5
Q96G21	IMP4	U3 small nucleolar ribonucleoprotein protein IMP4	1.04E-35	1128701.75	1036675.938	1097713.375	1126248.75	981641.125	917387.8125	1377722	1097774.75	1290257.375	1140708.125	1215490.75	1120044.5	1124375.875	1168121.875	1249091.125	1178459	1212997.75	947417.375
Q96G23	CERS2	Ceramide synthase 2	1.89E-33	2468284	2443148.75	2190353.75	2817423	2875511.25	2477779.25	2919859.75	2794987.75	2728058	2902012.75	2390567	2661516.75	3043970	2664486.75	2598993.25	3143165.25	2793135.75	3012918
Q96G25	MED8	Mediator of RNA polymerase II transcription subunit 8	1.67E-38	663887.375	719461.8125	844294.4375	575029.5625	840493.1875	820160.5	860378.4375	742996.4375	764699.375	752209.375	731526.4375	671038.75	783668.75	861418.375	816871.6875	781116.875	652079	860024.25
Q96G28	CFAP36	Cilia- and flagella-associated protein 36	1.03E-45	1966714.125	2667994	2703908.5	1911823.5	2232061.5	2397295	2843493.75	1911937.625	2324348.75	2111346.25	1804969.125	1739082.75	1363849.625	1929086.5	1949203	2217957.5	1906491.375	1688653.375
Q96G46	DUS3L	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like	7.83E-43	5173940	6478727.5	5774771.5	6302921	6785937.5	6051514	6379659.5	6708601.5	5925111.5	6481834.5	6410254	5453886	6210952.5	6950325.5	6064067.5	6060532.5	6197036	6610274
Q96G74	OTUD5	OTU domain-containing protein 5	1.16E-36	2064912.25	2157131.5	1781822.75	2097294	2060906.25	1920870.625	2166151	2208976	1919608.625	1716164.125	1651626.625	1940263	2092483.625	2415241.5	2047714.5	2123540.25	1974359.625	2129507.75
Q96GA3	LTV1	Protein LTV1 homolog	1.01E-38	3749082.5	4004538.75	4342500.5	4285129	3812402.75	4608987.5	3827343.5	3514068	3997074.75	3780250.25	3707529	3281434	3839577.5	3147848.5	3530235.75	3033340	2838420	2518493.75
Q96GA7	SDSL	Serine dehydratase-like	7.00E-19	218481.5625	511222.9063	206625.1406	157281.7813	357266.125	389067.625	297998.7188	235641.7031	178814.8906	228475.4688	159549.375	98283.10938	247572.4688	266959.125	160858.6406	280328.625	145919.2656	274657.0625
Q96GC5	MRPL48	39S ribosomal protein L48, mitochondrial	2.96E-38	1891663.25	2171815.75	1977921.5	1774333.25	1911015.5	1766483.75	2142375.5	1955590.375	2045559.125	1909400.25	1969685.5	1985782	1926900.125	1532304.75	1665055.75	2314551.25	1790183.625	1749712.75
Q96GC9	VMP1	Vacuole membrane protein 1	1.35E-53	697953.4375	840435.9375	509247.1875	748715.0625	1063937.375	474353.1563	998902.9375	628978	687691.8125	757981	676604.0625	699069	884852.9375	856588.5625	517982.0625	755099.1875	716407.75	480605.7188
Q96GD0	PDXP	Chronophin	9.02E-24	7134748	6618477	6663604	6260860	7048860	7981154.5	6954697.5	7142453	6809468	7056597	4807452.5	7251447.5	5301052.5	6602756.5	5046363	6017589	5331020	5450711
Q96GD3	SCMH1	Polycomb protein SCMH1	0.000365094	NaN	NaN	1878271.125	2364054	NaN	1789078.75	2354051	NaN	2297715.25	NaN	NaN	NaN	NaN	1238310.5	NaN	1986948.125	NaN	1285869
Q96GD4	AURKB	Aurora kinase B	1.27E-40	1353890.625	1997828.875	1503233.125	1610469.125	1686640.375	1602170.125	1704785.375	1922672.25	1696391.5	1702320.125	1791702	1756504.875	2121739.5	1857117.875	1945245.625	2375093	2111380.5	2113156
Q96GF1	RNF185	E3 ubiquitin-protein ligase RNF185	1.06E-23	701623.625	446292.0313	833885.5	910355.6875	507076.2813	483409.125	576395.4375	778370.4375	986376.6875	689707.3125	618221.625	669384	555818.5625	795753.75	709426.9375	419370.9375	582906.9375	942028.75
Q96GG9	DCUN1D1	DCN1-like protein 1	4.86E-35	3213192.5	5056886.5	5940207	3788156.75	4249441.5	3996117.75	4374506	3885095.5	3939594.5	4745702	4120475.75	4794762	4681101	4776613	4644246.5	4675794	5064199	5537277
Q96GJ1	TRMT2B	tRNA (uracil-5-)-methyltransferase homolog B	1.42E-29	1099639.5	1421331.75	1225783.125	1380070.25	726619.0625	1777425.125	1362557.625	968211.375	1278865.375	966623.9375	887420.9375	826017.875	1540476.375	561009.1875	1400026.75	1339265.75	1073684.375	1160730.375
Q96GK7	FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A	3.00E-35	2910816.25	3020066.75	2960120.5	3078174.25	2838469	2770548	3113471	2603974.5	2827953.75	2702162.5	3045307.75	2617642.25	2415886.25	2974676.25	2699605.25	2904271	3317668.25	2994118.75
Q96GM5	SMARCD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	8.32E-45	1706580.625	2169641.5	1800963.75	1830507.75	2418710.5	1630751.125	1971453	1907891.125	2048321.375	1932391.25	1989401.125	2008509	2115432.25	2180282	1999418.375	1814314	1990457.625	1851332.25
Q96GM8	TOE1	Target of EGR1 protein 1	3.39E-42	3628713.5	3115259.5	3059118	3299135.25	3360042.25	3204714.75	3039988.5	3304517	3289159	3496964.25	2683580	3449042.25	3345118.75	3683856.25	3095130.75	3750998	3376375.75	3736285
Q96GN5	CDCA7L	Cell division cycle-associated 7-like protein	9.32E-40	1074543.5	1054091.5	1164179.625	816813.1875	1002527.938	920868.5	669674.125	1068043.625	1122846	1116587.875	969520.9375	978305.4375	736052	960922.375	909145.6875	900448.1875	813121.625	909201.25
Q96GQ5	RUSF1	RUS family member 1	3.21E-29	1144820.375	1197025.875	1192166.875	1068140	827399.6875	1130346.625	911698.3125	506257.5625	772897.75	594287.125	951944.4375	897475.8125	812234.6875	638401.125	752558.9375	509342.125	284277.2188	1297575
Q96GQ7	DDX27	Probable ATP-dependent RNA helicase DDX27	4.18E-54	36949580	39834972	39155084	39991464	40858624	39766324	40464780	42298152	39199048	40033836	39693088	39315612	39649040	40415412	40501432	39908052	40792236	38429120
Q96GR4	ZDHHC12	Palmitoyltransferase ZDHHC12	1.61E-26	5600650.5	NaN	NaN	1241694.75	1512488.375	NaN	2290428.75	2381284.75	1462131.25	2498263.25	1822883.875	2805212.25	2081456	4095665.25	2269804.75	1229559.875	1054033.125	1347003.125
Q96GS4	BORCS6	BLOC-1-related complex subunit 6	1.60E-40	1460184.375	1479736.75	1518788.625	1583339.625	1697510.375	1391679.75	1423935.25	1671956.375	1949147.875	1576666	1618111.25	1784099.5	1588251.875	1818838	1812981.75	1619064.375	2004906.125	1852826.5
Q96GV9	MACIR	Macrophage immunometabolism regulator	5.84E-23	770568.9375	721223.3125	1447495.875	384855.2188	1246868.5	657442.4375	1622506	452886.2188	498623.8438	735294.25	715796.1875	1830538.25	666421.75	1013308.938	680147.9375	621286.9375	18149.18945	NaN
Q96GW9	MARS2	Methionine--tRNA ligase, mitochondrial	4.12E-29	835967.75	715509.125	1457746	902835.25	1332275.75	1100626.375	1555986.625	1176125	798708.9375	642697.1875	1173506.25	988096.4375	912713.8125	1205142.75	1265636.5	890518	1353951	848289.875
Q96GX2	ATXN7L3B	Ataxin-7-like protein 3B	4.06E-19	2108521.25	946157.125	1464975.5	345645.5313	234645.2969	655835.4375	854447.0625	1002211.75	386738.125	503950.2813	473426.0625	692681.3125	576265.5625	858389.75	815210.4375	654285.125	496079.1563	699152.5
Q96GX5	MASTL	Serine/threonine-protein kinase greatwall	1.56E-44	6150633	6009397.5	5972378	5100361	5298800.5	6010531.5	6037836	5979536	4953982	6512407	5546450.5	5581441	5599219.5	7040058.5	5574947.5	6546172	6505295	8178324.5
Q96GX9	APIP	Methylthioribulose-1-phosphate dehydratase	1.58E-41	1995015	2673882	2956582.75	1948876.625	2387623.75	2421136	2420865.75	2591662.75	2316502.75	2107361	2243155.25	2153342.25	2003231.25	1853700	2195867.5	2124467.75	2176365.25	1970434.75
Q96GY0	ZC2HC1A	Zinc finger C2HC domain-containing protein 1A	8.15E-36	855689.6875	967300.0625	1250580.625	814605.625	885498.875	992018	722802	909816.9375	807433	1113079.625	680406.75	871093	1036513.5	810033.375	967736.5625	740218.75	891292.1875	666292.0625
Q96GY3	LIN37	Protein lin-37 homolog	4.81E-40	7792811	6209053.5	10253863	5130964.5	5758793	6591133.5	8775335	5152409.5	2072036.5	6669738	5936152.5	3978860	4252671.5	4267957.5	3872773.25	5954870	2219326.5	4437167
Q96H12	MSANTD3	Myb/SANT-like DNA-binding domain-containing protein 3	3.36E-14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22433.94336	NaN	2695.751221	4758.145508	NaN	5718.391113	4944.09375	NaN	3375.95459	8808.518555	179.1578064
Q96H20	SNF8	Vacuolar-sorting protein SNF8	6.80E-31	6037483	6475956.5	9531009	8064681	7322821.5	7191718.5	6446001	5994188.5	7520016	8994766	7075253.5	6609364	7142482	6899987	7272186.5	7252453	7281275.5	6770231
Q96H22	CENPN	Centromere protein N	3.34E-35	487376.1563	76260.58594	226653.75	280590.5313	168572.8281	140357.6563	493539.1563	240075.2344	399209.9063	39224.83984	197446.375	81446.15625	117454.4531	132500.3438	197459.0156	125715.75	231411.4688	281391.875
Q96H35	RBM18	Probable RNA-binding protein 18	2.94E-27	26866082	22810824	15454299	13319396	10866127	23976290	14816703	14899924	17294288	16037427	9274287	11874876	10248472	2126629.5	10738797	14344000	16425166	6116494
Q96H55	MYO19	Unconventional myosin-XIX	3.29E-35	1212183.875	1100139.125	1131708.875	1247819	1143375.625	1389594.25	1277055.25	1489165.625	1176012.125	1215412.375	1187497	1148833.625	1074194.375	1123819.125	1142565.375	1225694	1204587.5	1138204.625
Q96H79	ZC3HAV1L	Zinc finger CCCH-type antiviral protein 1-like	1.30E-35	2499649.25	2846148.75	3899208.75	2770381.5	2981974.5	2626524.5	3639022.5	3603753.75	3080129.25	2952442	3246177.25	2681382.25	2920746.5	2739467.25	2916925	2914306.25	3013795.75	3038198
Q96H86	ZNF764	Zinc finger protein 764	2.73E-07	23444.45703	89265.13281	NaN	26284.41211	NaN	88152.70313	46638.05859	68936.80469	NaN	NaN	21468.32813	46766.85156	65036.87109	65447.04297	40621.69141	92818.125	NaN	92772.05469
Q96H96	COQ2	4-hydroxybenzoate polyprenyltransferase, mitochondrial	1.35E-30	NaN	NaN	0.986476362	NaN	NaN	NaN	0.396827936	NaN	NaN	1	2.107866526	0.380601108	NaN	NaN	NaN	1.329681993	NaN	1.32338953
Q96HA1	POM121	Nuclear envelope pore membrane protein POM 121	5.45E-26	1997660.75	1406345.75	2151784.5	2089574.25	1225044.75	1414961.25	1404607.75	1484806.875	1692010.125	1444947.75	1895861.375	1366807.125	1535495.375	879724.9375	1741566.625	1734571	1727433.5	1650323.75
Q96HA4	C1orf159	Uncharacterized protein C1orf159	1.38E-08	NaN	298801.0313	NaN	77185.83594	338514.6563	NaN	256356.25	134029.5625	NaN	1583.010742	123861.6563	62848.38672	NaN	NaN	288347	122155.8984	121412.9844	352902.125
Q96HA7	TONSL	Tonsoku-like protein	2.03E-31	425006.25	436414.0938	370072.375	466213.625	417004.4688	404196.4063	518729.3125	464924.6875	467033.7813	480001.9063	471445	446996.5625	434858.4688	516589.8438	488892.7188	489785.5313	450403.0625	510252.9063
Q96HA8	NTAQ1	Protein N-terminal glutamine amidohydrolase	1.31E-20	23075412	13028984	6190314	5934629.5	5847250.5	7762392	5215249	4182062.25	12124520	6464895	6124726	6871211.5	3939659.75	3920368	6767340.5	3198197.25	6830038	3393068
Q96HB5	CCDC120	Coiled-coil domain-containing protein 120	5.83E-38	5349897	6009761.5	6435467.5	7397844	5355188.5	4210802	5607149	7556685	6138913.5	6152152.5	5456484.5	5422149.5	5060429.5	6321767	6118521.5	5571240.5	4984720.5	5092646.5
Q96HC4	PDLIM5	PDZ and LIM domain protein 5	9.12E-53	5000829.5	4556397	5403319.5	5174141.5	4573826.5	4998487.5	4525721	4351232	4614094	4417106	4444764	4039933.75	3884081.5	3610726.5	3605957.25	3198352.75	3572319.25	2787966.5
Q96HD1	CRELD1	Protein disulfide isomerase CRELD1	3.18E-24	772224.3125	2626518.25	546531	1029904.688	630854.375	NaN	498211.7813	NaN	633797.875	666920.8125	388322.375	1008322.438	436907.0938	323028.9688	380431.4688	598298.3125	185341.7656	602015.1875
Q96HE7	ERO1A	ERO1-like protein alpha	1.08E-34	4641882	4636091.5	5244546	5174736	5528775.5	4421545	4838760	5606997	5568528	4906854.5	4632054.5	5209021	4912766	5330106	5622333.5	5368333	4763143.5	6181681.5
Q96HE9	PRR11	Proline-rich protein 11	7.11E-61	1651136.5	1492043.875	1461167.125	1745665.375	1494896.375	1404353.125	1575406	1367730.875	1544227.875	1735287.375	1167291.375	1296443.5	1139220.25	1615216.625	1444394.75	1259052.125	1380229.25	1677229.875
Q96HH6	TMEM19	Transmembrane protein 19	7.82E-40	66543.07813	386673.4688	127051.6563	58712.55469	199250.7031	156816.3438	309171.2188	63488.26563	174872.8906	129935.9531	89626.35156	187863.6406	62760.66406	58074.51172	97186.90625	187847.625	122836.1719	159990.2656
Q96HH9	GRAMD2B	GRAM domain-containing protein 2B	5.01E-37	546055.4375	888377.5625	587231.875	570720.125	727672.9375	695875.1875	785272.5625	639213.625	660297.625	498346	580137	454353.125	558746.875	622732.75	508575.9063	603413.5625	524445.4375	571597.1875
Q96HI0	SENP5	Sentrin-specific protease 5	1.78E-28	342585.9063	412082.3438	1688503.875	647603.6875	2599422.25	747083.3125	1105219.75	257279	653542.4375	384809.5625	195804.9688	1123637.625	421896.5938	827217.1875	739424.5	531464.9375	501499.1875	487851.5313
Q96HJ3	CCDC34	Coiled-coil domain-containing protein 34	2.51E-18	507595.9688	906413.6875	752904.25	1005679.063	456105.7813	489460	829929.375	617550.0625	750939.4375	758184.4375	576554.9375	659348.375	807909.5	540569.625	679953	526040.9375	677314.1875	508726
Q96HJ9	FMC1	Protein FMC1 homolog	3.07E-24	788477.3125	685454.25	1395939.25	854061.5625	827361.375	682598.375	1800856.375	2057376.375	519288.1563	782231.6875	803556.625	677041.9375	1288818	516526.5625	705473.375	771910.875	675739	823541.5
Q96HN2	AHCYL2	Adenosylhomocysteinase 3	7.32E-45	3153327.25	4077215	3535334	3190783.25	4395393	3815686.25	5365341.5	3688280.5	4451429	2805824.25	2841676.5	3642646.75	3575086	3286695	2951669.25	3971225.75	3698086	3758248.75
Q96HP0	DOCK6	Dedicator of cytokinesis protein 6	1.15E-24	NaN	1053111.5	1631615.75	NaN	1294095.625	649377.375	1863070	2774659.75	1314053	1648117	2580887.75	1313991.875	1152088.875	539694.375	2633439.75	922030.25	1060764.375	1717063.375
Q96HP4	OXNAD1	Oxidoreductase NAD-binding domain-containing protein 1	1.53E-39	76603632	79826088	87003024	71992888	75329544	85625952	77402616	67570504	76704400	76346080	78403576	66625416	66007524	68561624	77901208	72190224	64197680	54806160
Q96HQ2	CDKN2AIPNL	CDKN2AIP N-terminal-like protein	1.46E-28	835018.875	563306	1234084.625	817963.6875	684555.8125	1042489.125	755064.1875	581052.5625	708320.8125	881779.375	805106.375	794293.125	872772.4375	783428.375	962469.25	862739.5	636779.25	448742.4688
Q96HR3	MED30	Mediator of RNA polymerase II transcription subunit 30	1.49E-28	5815730.5	7153203	6646591	6285390	6458820.5	4742779	7417181.5	5284114	5562593.5	5787433.5	7395240	7774956	5948910.5	5253853	6228449.5	6032160.5	5904724	5715925
Q96HR8	NAF1	H/ACA ribonucleoprotein complex non-core subunit NAF1	1.34E-36	4840356	3686427.5	3086495	3811158.5	2822803	3129056	3693533.75	3438675.5	3477667.5	3561651.25	3469865.5	3206189.25	2898181.75	3348827.5	3476174.25	2187128.25	2419010.25	2443103
Q96HR9	REEP6	Receptor expression-enhancing protein 6	6.18E-54	900166.5625	653459.1875	2100680.25	959597.8125	1433649.5	1591159	1014071.438	2423730.5	1071875.25	970755.1875	1706424.625	602629.125	911205.6875	1448066.125	1515562.125	1829942.875	1569463.25	1415708.625
Q96HS1	PGAM5	Serine/threonine-protein phosphatase PGAM5, mitochondrial	3.00E-36	8163168.5	8030255	10251617	9126293	8521503	7791140.5	8387135.5	8355983	8844404	8875874	8144808	8870830	8533571	8105822.5	9552102	8494259	8050933	8645991
Q96HV5	TMEM41A	Transmembrane protein 41A	5.42E-24	590817.5625	655704.5	704821.6875	552734.3125	704075	609284.5	762132.4375	916124.75	791426.75	603737	644478.4375	802564.8125	649975.3125	495308.4063	560758.375	942874.0625	604737	607495.25
Q96HW7	INTS4	Integrator complex subunit 4	2.07E-43	1105801	1154371.375	1390375.375	1214616.375	1103495.375	1018114.063	1329563.875	1137193.125	1260885.875	1187702.5	1011184.438	1239744.25	1158515.375	1568320.5	1249588.875	1360449.625	1298329.625	1408070
Q96HY6	DDRGK1	DDRGK domain-containing protein 1	1.54E-43	1998821.25	2698063	2998565.5	2497525.25	2971809	2665090.5	2871313.5	3194505.5	2971811	2816852.5	2447258.75	2705997.5	2906587	3130024.5	2713916.75	2664070.5	2972722	2688425.5
Q96HY7	DHTKD1	2-oxoadipate dehydrogenase complex component E1	8.62E-51	3067427.5	3088284.5	3077156	2708612.75	2922136.25	2841277	3430906.5	3005697.25	3038088	3029300.25	2937838	2690350.75	2890688.25	2414490.5	2719964.25	2763452.5	3057991.5	2552863
Q96I15	SCLY	Selenocysteine lyase	3.37E-34	49163920	43220600	46410544	43729540	50762392	37759224	47567088	57099024	40608020	40190644	40393636	44115444	33738136	46895604	37905680	37820660	39292444	31024916
Q96I23	PYURF	Protein preY, mitochondrial	2.38E-30	1589966.5	1462959.125	1125528	1217108.25	1359115.75	1398337.375	907731.8125	988704	944070.875	958820.4375	1092488.125	1128080.25	1057119.25	1332942.875	1284130.375	1058347.875	1353806	1190120.75
Q96I24	FUBP3	Far upstream element-binding protein 3	3.23E-39	49021924	43671720	47827752	43331920	46237220	49415824	47021484	45962324	44979416	49366988	45475884	43704856	44486160	40701572	44939336	41325584	43392896	40372444
Q96I25	RBM17	Splicing factor 45	1.61E-37	4160761	3734435.25	4164778.5	4208634	3983524	4267952.5	4061978.5	4416720.5	3968806.5	4193499	4378425	4167174.25	4549358.5	4335109.5	4227425	4263930.5	4356247	4378152
